STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,median_household_income,population,state,county,tract,county_name,ST,STATE,ST_ABBR,COUNTY,STCNTY,LOCATION,AREA_SQMI,svi_theme1_pctile,svi_theme2_pctile,svi_theme3_pctile,svi_theme4_pctile,svi_overall_pctile,svi_theme1_score,svi_theme2_score,svi_theme3_score,svi_theme4_score,svi_overall_score,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,F_THEME1,F_THEME2,F_THEME3,F_THEME4,F_TOTAL,State Name,State Name Abbreviation,County Name,County FIPS Code,pop_2020,area_sqmi,nri_value,nri_score,nri_rating,eal_total,eal_score,eal_rating,social_vuln_score,social_vuln_rating,resilience_score,resilience_rating,coastal_flood_eal_total,coastal_flood_eal_score,coastal_flood_risk_score,coastal_flood_risk_value,coastal_flood_risk_rating,inland_flood_eal_total,inland_flood_eal_score,inland_flood_risk_score,inland_flood_risk_value,inland_flood_risk_rating,hurricane_eal_total,hurricane_eal_score,hurricane_risk_score,hurricane_risk_value,hurricane_risk_rating,in_floodplain
12,011,060303,12011060303,603.03,Census Tract 603.03,G5020,S,1091219,0,+26.1580017,-080.2229792,38319,6883,12,011,060303,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 603.03; Broward County; Florida,0.421321838338,0.943,0.8325,0.9215,0.9621,0.9742,4.1896,3.045,0.9215,3.692,11.8481,52.1,6.4,66.1,14.9,17.7,9.9,31.1,9.0,19.2,9.2,93.5,58.9,0.0,12.9,18.4,3.5,2.0,2.0,1.0,3.0,8.0,Florida,FL,Broward,011,8194.0,0.42557541,1777513.90598495,58.2010393255087,Relatively Moderate,1162541.19352207,40.9716513610635,Relatively Low,84.64135521,Very High,34.8134107333254,Relatively Low,0.0,0.0,0.0,0.0,No Rating,449244.11507946,37.7093266317495,53.101922871107,686889.777485108,Relatively Moderate,475809.540004296,89.4529789031874,92.2100379586672,727508.04760355,Relatively High,True
12,086,001102,12086001102,11.02,Census Tract 11.02,G5020,S,1840479,0,+25.8749807,-080.2014217,90000,5839,12,086,001102,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 11.02; Miami-Dade County; Florida,0.710612622858,0.8899,0.1201,0.847,0.575,0.6998,3.8904,1.8082,0.847,2.4202,8.9658,36.6,7.0,30.8,21.6,20.8,10.7,17.3,7.4,3.9,6.0,84.2,0.0,0.0,6.2,5.8,24.7,0.0,0.0,0.0,1.0,1.0,Florida,FL,Miami-Dade,086,5809.0,0.71778681,2087120.64074866,66.1446255930934,Relatively Moderate,1684726.65453924,61.691758461141,Relatively Moderate,60.20197832,Relatively High,33.6358251392015,Relatively Low,753.221892833,77.5578433453619,77.7595762688727,933.127611746299,Relatively Low,583951.777870274,51.1097540925852,55.8702864685527,723427.628755749,Relatively Moderate,881124.947078505,93.6418667146874,94.6309574019401,1091580.08462155,Relatively High,True
12,086,001103,12086001103,11.03,Census Tract 11.03,G5020,S,1376207,0,+25.8637333,-080.2030847,56625,4517,12,086,001103,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 11.03; Miami-Dade County; Florida,0.531356275114,0.8998,0.0923,0.8705,0.7584,0.7576,3.9408,1.718,0.8705,2.8834,9.4127,35.0,8.5,35.7,15.7,19.5,12.2,22.3,4.0,0.0,9.8,87.5,6.0,1.5,11.2,3.0,0.2,0.0,0.0,0.0,1.0,1.0,Florida,FL,Miami-Dade,086,3938.0,0.53672073,1351609.86398414,43.8193428703935,Relatively Low,752876.369041192,20.6320313784438,Relatively Low,98.36877332,Very High,33.6358251392015,Relatively Low,3.69293,69.8843133092762,70.1640866027794,6.62977458219289,Very Low,322975.518060548,23.3060102872443,44.1737124374205,579825.471998765,Relatively Low,294449.776463219,85.5162000803424,89.9100238999016,528614.309972901,Relatively High,True
12,086,001104,12086001104,11.04,Census Tract 11.04,G5020,S,2573697,23347,+25.8620671,-080.1921439,151708,4935,12,086,001104,Miami-Dade,12.0,Florida,FL,Miami-Dade County,12086.0,Census Tract 11.04; Miami-Dade County; Florida,0.993709559094,0.0643,0.3609,0.6699,0.3653,0.214,0.8966,2.2853,0.6699,1.9218,5.7736,2.9,5.1,18.2,1.5,3.2,14.6,25.2,4.4,4.6,4.7,58.8,4.0,0.9,1.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,Florida,FL,Miami-Dade,086,4344.0,1.01284716,1462921.03389607,47.8862687738575,Relatively Low,1783943.17661378,64.6922047114639,Relatively Moderate,9.209856068,Very Low,33.6358251392015,Relatively Low,2044.340878,80.5136913606453,79.4441259180386,1676.45994002827,Relatively Low,833087.715284353,69.1194776522536,52.8141462428502,683172.848634832,Relatively Moderate,779666.711120786,92.8772284633819,91.2835653029664,639365.001127561,Relatively High,True
12,099,007614,12099007614,76.14,Census Tract 76.14,G5020,S,2477462,0,+26.3374941,-080.1442419,89120,4539,12,099,007614,Palm Beach,12.0,Florida,FL,Palm Beach County,12099.0,Census Tract 76.14; Palm Beach County; Florida,0.956553033124,0.1505,0.7264,0.3012,0.5828,0.3874,1.3046,2.844,0.3012,2.4403,6.8901,11.6,6.4,21.3,2.0,1.8,39.9,15.1,15.2,4.0,4.0,24.4,17.1,0.0,1.5,6.3,0.7,0.0,0.0,0.0,0.0,0.0,Florida,FL,Palm Beach,099,5143.0,0.96621018,1966318.45983054,63.2038338506178,Relatively Moderate,1877749.53225924,67.2863282993165,Relatively Moderate,37.53005982,Relatively Low,21.9748844923587,Relatively Low,0.0,0.0,0.0,0.0,No Rating,923441.240968565,73.706461234939,70.3173867028171,966997.742505426,Relatively Moderate,836851.858744589,93.3066448726295,93.3473920989737,876324.147455999,Relatively High,True
12,099,007615,12099007615,76.15,Census Tract 76.15,G5020,S,2004645,0,+26.3385234,-080.1279281,63350,3708,12,099,007615,Palm Beach,12.0,Florida,FL,Palm Beach County,12099.0,Census Tract 76.15; Palm Beach County; Florida,0.77399744379,0.5416,0.6249,0.478,0.3671,0.5099,2.606,2.6881,0.478,1.9255,7.6976,16.9,7.6,46.7,2.2,10.1,21.4,20.3,8.8,6.0,6.4,38.6,51.0,0.0,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida,FL,Palm Beach,099,4392.0,0.78181155,991789.86141752,28.29843149846,Relatively Low,1186733.04922611,42.0414777931747,Relatively Low,9.209856068,Very Low,21.9748844923587,Relatively Low,0.0,0.0,0.0,0.0,No Rating,545640.235209547,47.5045212203772,32.1620111067509,456008.580544042,Relatively Low,547311.742393557,90.4641852862545,88.8274989455926,457405.511285516,Relatively Moderate,True
12,099,007616,12099007616,76.16,Census Tract 76.16,G5020,S,1500347,0,+26.3298433,-080.1366433,84688,3167,12,099,007616,Palm Beach,12.0,Florida,FL,Palm Beach County,12099.0,Census Tract 76.16; Palm Beach County; Florida,0.579286977394,0.1207,0.6702,0.1762,0.6882,0.3742,1.1749,2.7562,0.1762,2.6974,6.8047,9.7,1.4,34.0,2.5,4.5,50.2,15.1,24.1,1.1,1.9,16.5,40.9,0.0,0.0,18.4,5.6,0.0,2.0,0.0,2.0,4.0,Florida,FL,Palm Beach,099,3844.0,0.58513533,2766127.29886457,78.5868027065273,Relatively Moderate,1488727.79514297,54.7842731991451,Relatively Moderate,99.50127347,Very High,21.9748844923587,Relatively Low,1302.491,79.0463808108682,80.6099325634095,2420.09044459294,Relatively Low,751904.555358164,64.1402635225591,84.4101173700546,1397074.55150799,Relatively High,640440.583548006,91.5806679502985,95.0527203711514,1189969.17182081,Relatively High,True
12,099,007705,12099007705,77.05,Census Tract 77.05,G5020,S,5825444,240434,+26.6707192,-080.2362627,101984,4284,12,099,007705,Palm Beach,12.0,Florida,FL,Palm Beach County,12099.0,Census Tract 77.05; Palm Beach County; Florida,2.249215579288,0.2286,0.345,0.4681,0.1781,0.2034,1.5771,2.2623,0.4681,1.4037,5.7112,11.3,4.4,23.8,1.8,10.3,19.7,21.9,10.0,2.8,2.3,37.8,0.6,0.0,2.2,1.1,0.1,0.0,0.0,0.0,0.0,0.0,Florida,FL,Palm Beach,099,4142.0,2.36569242,1462997.12591404,47.892214571962,Relatively Low,1626919.4860708,59.829250534326,Relatively Moderate,20.08766215,Relatively Low,21.9748844923587,Relatively Low,0.0,0.0,0.0,0.0,No Rating,716282.405604842,61.6729689738591,49.823409796297,644112.4528378,Relatively Moderate,812774.331953992,93.1390339516006,92.2353437368199,730882.2113485,Relatively High,True
12,099,007716,12099007716,77.16,Census Tract 77.16,G5020,S,4875600,0,+26.3809962,-080.1951963,97867,4677,12,099,007716,Palm Beach,12.0,Florida,FL,Palm Beach County,12099.0,Census Tract 77.16; Palm Beach County; Florida,1.8824789112,0.259,0.575,0.4242,0.2939,0.3122,1.6878,2.6024,0.4242,1.7353,6.4497,12.4,1.9,24.6,9.1,9.0,13.8,26.6,9.3,6.2,4.2,33.9,0.4,0.0,0.7,4.4,0.6,0.0,0.0,0.0,0.0,0.0,Florida,FL,Palm Beach,099,5061.0,1.901484,1441010.389932,47.1418548511767,Relatively Low,1612434.59903826,59.3137139770298,Relatively Moderate,19.54569685,Very Low,21.9748844923587,Relatively Low,0.0,0.0,0.0,0.0,No Rating,591418.6346,51.7568170608545,39.3136170668189,528542.613614418,Relatively Low,894801.292074147,93.7291352107603,92.8426824124842,799671.477883507,Relatively High,False
12,011,040701,12011040701,407.01,Census Tract 407.01,G5020,S,1472989,41749,+26.1488583,-080.1247907,104388,2738,12,011,040701,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 407.01; Broward County; Florida,0.568723998878,0.0493,0.0899,0.197,0.4548,0.1014,0.7913,1.7089,0.197,2.1343,4.8315,6.1,2.1,16.9,1.7,8.1,21.1,11.8,6.6,5.1,1.0,17.8,7.7,2.3,2.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,Florida,FL,Broward,011,2761.0,0.59074782,1427047.36389798,46.6459752892631,Relatively Low,1744298.85600477,63.5566150738662,Relatively Moderate,9.209856068,Very Low,34.8134107333254,Relatively Low,15469.8312,88.723201018892,87.1679362219128,12656.1923479507,Relatively Low,1169911.2717119,82.8205369095991,69.8250746197662,957128.871892374,Relatively Moderate,486652.049358456,89.6025820393124,87.7505974975397,398140.2165012,Relatively Moderate,True
12,011,010103,12011010103,101.03,Census Tract 101.03,G5020,S,2089489,193668,+26.3117373,-080.0863071,79574,3416,12,011,010103,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 101.03; Broward County; Florida,0.806755881878,0.4663,0.5972,0.2722,0.8548,0.6292,2.3674,2.6352,0.2722,3.1966,8.4714,14.2,10.5,28.7,5.7,8.1,45.3,5.8,19.3,0.6,7.0,22.6,44.4,1.4,5.5,4.6,0.1,1.0,1.0,0.0,0.0,2.0,Florida,FL,Broward,011,3657.0,0.89043123,2021713.00807264,64.6569869073526,Relatively Moderate,1971035.53601301,69.6596754116072,Relatively Moderate,35.82775573,Relatively Low,34.8134107333254,Relatively Low,103943.0385,95.3380386329866,94.8890162994512,106615.527317747,Relatively Moderate,1008153.70767995,77.3586678253517,73.2867182761942,1034074.43839194,Relatively Moderate,757113.062750009,92.7123879707997,92.6416420638268,776579.26484655,Relatively High,True
12,011,020325,12011020325,203.25,Census Tract 203.25,G5020,S,1039398,5111,+26.2781989,-080.2707845,77690,3887,12,011,020325,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 203.25; Broward County; Florida,0.401313646596,0.6436,0.5767,0.7319,0.6418,0.6868,2.9471,2.6047,0.7319,2.5899,8.8736,17.1,5.3,36.3,6.9,19.2,9.8,32.5,11.9,7.5,1.7,67.3,36.1,0.0,5.1,3.2,0.3,0.0,1.0,0.0,0.0,1.0,Florida,FL,Broward,011,3489.0,0.40735851,852805.942430606,21.8615104705505,Relatively Low,761079.410550536,21.0489231275102,Relatively Low,47.46135166,Relatively Moderate,34.8134107333254,Relatively Low,0.0,0.0,0.0,0.0,No Rating,327383.030674472,23.8015830143035,22.8401888385478,366839.767493082,Relatively Low,330880.587759389,86.4872352509316,87.1755939828483,370758.855862389,Relatively Moderate,True
12,011,110338,12011110338,1103.38,Census Tract 1103.38,G5020,S,1154728,0,+26.0112577,-080.2879504,64967,3407,12,011,110338,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 1103.38; Broward County; Florida,0.445842790256,0.5509,0.7321,0.7748,0.3688,0.587,2.6356,2.8541,0.7748,1.9304,8.1949,15.6,8.4,41.6,7.4,6.1,12.9,14.5,16.8,10.4,9.3,73.6,31.6,0.0,0.7,11.1,0.0,0.0,0.0,0.0,0.0,0.0,Florida,FL,Broward,011,4330.0,0.45034392,729169.629025242,16.3473773084561,Very Low,891273.675926202,27.8424971228598,Relatively Low,9.209856068,Very Low,34.8134107333254,Relatively Low,0.0,0.0,0.0,0.0,No Rating,314555.846229619,22.2584963712803,11.9118119225144,257344.714534084,Very Low,447527.719768682,88.9487609258772,87.0814002530578,366131.784452324,Relatively Moderate,True
12,011,050206,12011050206,502.06,Census Tract 502.06,G5020,S,2679091,262728,+26.2145143,-080.1757843,73500,4817,12,011,050206,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 502.06; Broward County; Florida,1.034402393282,0.5722,0.7671,0.6872,0.9209,0.8059,2.7021,2.917,0.6872,3.4541,9.7604,18.3,22.8,39.1,2.5,9.2,31.7,19.3,19.4,1.0,4.2,61.0,72.2,0.0,3.3,21.3,4.5,1.0,0.0,0.0,3.0,4.0,Florida,FL,Broward,011,4246.0,1.14730941,2734401.56334457,78.1230304543779,Relatively Moderate,1994470.96068723,70.1740376259483,Relatively Moderate,72.82888112,Relatively High,34.8134107333254,Relatively Low,10546.144,87.12852897474,87.7440139787588,14458.6675911895,Relatively Low,937321.012911887,74.320642600465,81.6346188148835,1285058.59126615,Relatively High,911517.155877216,93.8288706348437,95.3212427948826,1249681.73775127,Relatively High,True
12,011,010503,12011010503,105.03,Census Tract 105.03,G5020,S,24720267,4055195,+26.3298105,-080.2600636,217909,23706,12,011,010503,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 105.03; Broward County; Florida,9.544544529234,0.0462,0.2207,0.5488,0.0505,0.0529,0.7721,2.0355,0.5488,0.8124,4.1688,6.2,4.4,9.5,0.8,5.1,9.3,35.6,2.8,5.5,1.5,45.3,0.8,0.0,0.9,1.3,0.0,0.0,1.0,0.0,0.0,1.0,Florida,FL,Broward,011,22780.0,11.22243018,10623386.2249433,99.0498614629042,Very High,12985105.4056466,99.6347793409587,Very High,9.209856068,Very Low,34.8134107333254,Relatively Low,0.0,0.0,0.0,0.0,No Rating,6125784.41801634,99.8449867299246,99.4613106917342,5011632.31027978,Very High,5500492.21624509,99.8642490061088,99.513566708843,4500067.68640137,Very High,True
12,011,030904,12011030904,309.04,Census Tract 309.04,G5020,S,2172651,0,+26.2210725,-080.1177064,87614,3993,12,011,030904,Broward,12.0,Florida,FL,Broward County,12011.0,Census Tract 309.04; Broward County; Florida,0.838864896402,0.1146,0.0832,0.2547,0.2536,0.0925,1.143,1.6795,0.2547,1.6399,4.7171,11.4,3.2,22.7,3.3,3.9,30.5,12.2,11.7,2.5,0.0,21.5,28.4,1.1,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Florida,FL,Broward,011,4675.0,0.84733389,2307863.3500609,70.9738028135517,Relatively Moderate,2258931.52958112,75.9999530262818,Relatively Moderate,35.32429071,Relatively Low,34.8134107333254,Relatively Low,645690.0767,99.1535767353004,99.0444207824829,659676.685193846,Relatively High,913932.139400496,73.2684313126806,68.7262911300584,933729.270384866,Relatively Moderate,569013.141005434,90.7564654873876,90.596091663152,581338.812900179,Relatively High,True
